datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2014-07-16,sylhet,30.6,26.3,28.1,38.9,26.3,32.9,26.0,88.7,3.4,100,54.17,rain,,,,21.6,136.7,1002.4,96.0,4.4,95.8,8.3,3,,2014-07-16T05:12:35,2014-07-16T18:44:18,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"41915099999,41891099999,remote"
2014-07-17,sylhet,31.8,25.5,28.2,42.7,25.5,32.9,26.0,88.0,3.8,100,66.67,rain,,,,18.7,168.9,1001.7,90.1,4.3,233.6,20.2,7,,2014-07-17T05:13:02,2014-07-17T18:44:01,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"41915099999,41891099999,remote"
2014-07-18,sylhet,33.1,25.9,29.3,43.8,25.9,35.4,26.3,84.9,3.9,100,100.0,rain,,,,11.2,172.6,1000.0,85.3,5.0,240.7,20.8,8,,2014-07-18T05:13:29,2014-07-18T18:43:43,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-19,sylhet,35.2,26.0,30.3,44.4,26.0,36.6,26.0,79.5,6.6,100,100.0,rain,,,,7.6,141.2,998.8,92.6,4.7,255.7,22.0,9,,2014-07-19T05:13:57,2014-07-19T18:43:23,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-20,sylhet,35.1,26.7,30.2,44.7,26.7,37.4,26.5,82.1,12.6,100,87.5,rain,,,,14.4,136.6,997.3,63.8,4.6,259.3,22.4,9,,2014-07-20T05:14:25,2014-07-20T18:43:03,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-21,sylhet,32.6,26.1,29.0,42.7,26.1,34.0,25.8,84.2,11.7,100,45.83,rain,,,,18.3,149.8,999.5,77.4,4.6,247.0,21.3,8,,2014-07-21T05:14:53,2014-07-21T18:42:41,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-22,sylhet,32.7,25.6,28.2,40.1,25.6,31.9,25.1,84.3,0.7,100,29.17,rain,,,,14.8,146.9,1001.4,89.0,4.3,162.0,13.8,5,,2014-07-22T05:15:21,2014-07-22T18:42:18,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41915099999,41891099999,remote"
2014-07-23,sylhet,29.3,25.4,27.1,34.3,25.4,29.4,24.9,88.0,4.6,100,83.33,rain,,,,15.1,162.2,1001.9,94.0,4.4,173.8,15.0,5,,2014-07-23T05:15:49,2014-07-23T18:41:54,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-24,sylhet,32.5,25.0,28.2,38.7,25.0,31.7,24.9,83.0,7.8,100,79.17,rain,,,,9.3,179.5,1001.7,92.8,4.8,168.2,14.5,5,,2014-07-24T05:16:17,2014-07-24T18:41:28,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-25,sylhet,32.2,25.7,28.7,41.8,25.7,33.6,26.0,86.5,2.9,100,62.5,rain,,,,10.8,225.0,1003.4,92.1,3.8,179.8,15.5,6,,2014-07-25T05:16:45,2014-07-25T18:41:01,0.94,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41891099999,remote"
2014-07-26,sylhet,35.5,25.7,29.5,46.3,25.7,36.3,26.7,85.5,7.5,100,62.5,rain,,,,10.1,231.2,1002.3,78.2,5.0,187.9,16.0,6,,2014-07-26T05:17:14,2014-07-26T18:40:33,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41915099999,41891099999,remote"
2014-07-27,sylhet,33.0,26.5,29.0,42.4,26.5,35.2,26.4,86.4,21.5,100,100.0,rain,,,,11.1,227.6,1004.2,91.1,5.0,91.9,7.9,3,,2014-07-27T05:17:42,2014-07-27T18:40:04,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-28,sylhet,33.5,25.5,28.5,43.0,25.5,33.6,26.1,87.2,15.4,100,100.0,rain,,,,12.8,232.9,1002.4,91.5,4.9,109.3,9.4,4,,2014-07-28T05:18:10,2014-07-28T18:39:34,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-29,sylhet,34.3,24.6,28.6,42.9,24.6,33.0,25.3,83.5,5.2,100,66.67,rain,,,,11.0,199.2,1001.8,79.5,5.0,162.5,13.9,5,,2014-07-29T05:18:38,2014-07-29T18:39:02,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-30,sylhet,34.5,25.5,29.8,46.2,25.5,35.2,25.7,80.1,7.6,100,75.0,rain,,,,7.6,185.2,1002.0,86.5,4.9,259.3,22.4,9,,2014-07-30T05:19:07,2014-07-30T18:38:30,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-07-31,sylhet,34.0,25.6,29.7,43.7,25.6,36.0,26.2,82.9,10.7,100,83.33,rain,,,,10.4,216.9,1002.9,88.2,4.6,255.3,22.1,8,,2014-07-31T05:19:35,2014-07-31T18:37:56,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-01,sylhet,33.6,26.3,29.3,44.7,26.3,35.8,26.5,85.3,6.5,100,83.33,rain,,,,14.0,193.7,1001.4,87.9,5.0,237.1,20.5,8,,2014-08-01T05:20:03,2014-08-01T18:37:21,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-02,sylhet,33.6,26.8,29.5,44.7,30.8,36.9,26.8,86.2,3.4,100,70.83,rain,,,,91.5,163.6,999.2,88.9,4.4,178.4,15.2,6,,2014-08-02T05:20:31,2014-08-02T18:36:45,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-03,sylhet,32.0,25.6,28.4,42.3,25.6,33.7,26.1,87.9,8.4,100,87.5,rain,,,,14.6,148.8,998.0,94.4,4.3,188.1,16.0,6,,2014-08-03T05:20:59,2014-08-03T18:36:08,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-04,sylhet,34.0,25.5,28.7,41.6,25.5,33.4,25.8,85.6,2.9,100,41.67,rain,,,,14.0,156.3,998.6,75.4,5.0,207.0,17.8,7,,2014-08-04T05:21:26,2014-08-04T18:35:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41915099999,41891099999,remote"
2014-08-05,sylhet,33.1,25.6,28.9,42.7,25.6,34.4,26.0,85.1,8.5,100,100.0,rain,,,,15.5,166.7,1001.8,59.6,5.4,271.0,23.4,8,,2014-08-05T05:21:54,2014-08-05T18:34:50,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-06,sylhet,33.1,25.7,28.4,40.7,25.7,32.6,25.9,86.9,6.3,100,75.0,rain,,,,11.2,183.5,1001.2,83.1,5.0,183.5,15.9,8,,2014-08-06T05:22:21,2014-08-06T18:34:10,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-07,sylhet,34.1,16.9,28.8,43.6,16.9,34.4,26.4,84.4,14.7,100,100.0,rain,,,,13.7,195.4,1000.0,73.0,4.8,270.7,23.2,9,,2014-08-07T05:22:49,2014-08-07T18:33:29,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-08,sylhet,34.2,25.5,29.7,43.9,25.5,35.5,26.0,81.8,19.7,100,75.0,rain,,,,17.8,200.7,1001.0,70.7,5.6,308.8,26.7,10,,2014-08-08T05:23:16,2014-08-08T18:32:46,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-09,sylhet,34.1,26.4,29.2,42.1,26.4,34.8,26.2,84.9,4.3,100,75.0,rain,,,,21.5,197.3,1002.5,83.4,4.8,197.8,17.0,6,,2014-08-09T05:23:43,2014-08-09T18:32:03,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-10,sylhet,32.7,25.6,28.4,42.5,25.6,32.8,25.7,86.1,3.2,100,41.67,rain,,,,16.9,180.4,1004.5,77.4,4.1,257.1,22.2,8,,2014-08-10T05:24:10,2014-08-10T18:31:19,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41915099999,41891099999,remote"
2014-08-11,sylhet,32.6,25.3,28.1,41.8,25.3,32.1,25.5,86.0,8.3,100,79.17,rain,,,,20.5,192.7,1003.7,84.5,4.1,276.4,24.0,9,,2014-08-11T05:24:36,2014-08-11T18:30:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-12,sylhet,32.1,24.9,28.3,42.5,24.9,33.2,26.0,87.9,3.3,100,91.67,rain,,,,19.8,185.8,1002.0,92.8,4.1,268.9,23.2,8,,2014-08-12T05:25:03,2014-08-12T18:29:47,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-13,sylhet,32.0,25.8,28.3,43.4,25.8,33.7,26.4,90.1,51.2,100,100.0,rain,,,,20.5,182.9,1001.5,94.0,4.0,211.6,18.3,8,,2014-08-13T05:25:29,2014-08-13T18:29:00,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-14,sylhet,29.5,26.1,27.3,37.7,26.1,30.6,26.2,93.7,60.2,100,100.0,rain,,,,15.5,183.5,1002.3,94.4,3.5,106.8,9.2,3,,2014-08-14T05:25:55,2014-08-14T18:28:12,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-15,sylhet,30.9,25.7,27.4,40.9,25.7,30.6,26.1,93.0,24.8,100,100.0,rain,,,,24.1,175.6,1003.9,96.0,3.7,184.7,15.8,6,,2014-08-15T05:26:21,2014-08-15T18:27:23,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-16,sylhet,30.9,25.4,27.5,39.2,25.4,30.8,25.8,90.5,30.5,100,100.0,rain,,,,25.9,176.5,1004.4,92.9,3.8,208.1,17.8,8,,2014-08-16T05:26:47,2014-08-16T18:26:33,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-17,sylhet,32.5,25.2,28.0,41.9,25.2,32.1,25.9,89.0,9.5,100,87.5,rain,,,,15.1,199.4,1004.1,92.9,3.3,255.9,22.0,9,,2014-08-17T05:27:12,2014-08-17T18:25:43,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-18,sylhet,32.2,25.1,28.0,42.1,25.1,32.5,25.9,89.1,23.4,100,100.0,rain,,,,16.9,195.7,1007.0,86.0,3.5,280.0,24.2,9,,2014-08-18T05:27:37,2014-08-18T18:24:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-19,sylhet,31.6,25.1,27.4,40.7,25.1,30.8,25.9,92.1,27.9,100,100.0,rain,,,,18.7,201.7,1007.9,94.9,2.5,259.3,22.3,8,,2014-08-19T05:28:02,2014-08-19T18:23:59,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-20,sylhet,30.3,25.1,27.5,38.8,25.1,31.3,26.0,91.9,44.4,100,100.0,rain,,,,14.4,182.3,1006.5,92.2,4.3,179.6,15.7,6,,2014-08-20T05:28:27,2014-08-20T18:23:06,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-21,sylhet,30.7,24.7,27.6,40.0,24.7,31.8,26.0,90.9,16.4,100,100.0,rain,,,,18.4,183.7,1004.3,92.7,3.8,205.8,17.7,7,,2014-08-21T05:28:52,2014-08-21T18:22:12,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-22,sylhet,29.6,25.3,26.9,38.2,25.3,29.5,25.8,93.6,12.5,100,100.0,rain,,,,17.6,192.9,1005.2,94.3,3.6,93.5,8.0,3,,2014-08-22T05:29:16,2014-08-22T18:21:18,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-23,sylhet,30.4,25.0,27.4,39.1,25.0,30.6,25.8,91.5,20.7,100,100.0,rain,,,,22.1,192.8,1006.8,94.5,3.9,181.7,15.7,7,,2014-08-23T05:29:41,2014-08-23T18:20:23,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-24,sylhet,31.7,24.9,27.4,41.7,24.9,30.7,25.6,90.4,33.8,100,100.0,rain,,,,15.5,192.2,1006.8,90.0,3.8,219.8,18.8,8,,2014-08-24T05:30:05,2014-08-24T18:19:27,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-25,sylhet,30.3,23.9,26.9,37.8,23.9,29.8,25.3,91.1,19.9,100,91.67,rain,,,,14.0,198.0,1007.2,88.4,4.1,167.1,14.3,6,,2014-08-25T05:30:29,2014-08-25T18:18:31,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-26,sylhet,31.4,24.6,27.8,39.9,24.6,31.7,25.5,87.9,9.8,100,70.83,rain,,,,7.9,213.9,1006.2,90.9,4.4,184.6,15.8,7,,2014-08-26T05:30:52,2014-08-26T18:17:34,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-27,sylhet,32.2,25.5,27.2,41.0,25.5,29.8,25.4,90.5,8.4,100,91.67,rain,,,,12.2,200.7,1004.2,88.4,5.0,77.8,6.5,3,,2014-08-27T05:31:16,2014-08-27T18:16:36,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-28,sylhet,32.0,24.6,27.7,40.8,24.6,31.6,25.5,88.3,15.4,100,91.67,rain,,,,11.1,232.5,1004.7,89.0,4.9,119.7,10.1,3,,2014-08-28T05:31:39,2014-08-28T18:15:38,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-29,sylhet,34.6,25.8,29.4,44.5,25.8,35.3,26.0,82.9,2.4,100,62.5,rain,,,,11.2,230.2,1003.9,69.8,5.3,235.1,20.2,8,,2014-08-29T05:32:02,2014-08-29T18:14:39,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-30,sylhet,32.2,26.1,28.3,39.7,26.1,33.8,26.6,91.1,4.6,100,83.33,rain,,,,13.7,219.4,1004.2,87.1,4.4,106.5,9.3,4,,2014-08-30T05:32:25,2014-08-30T18:13:40,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-08-31,sylhet,32.8,24.7,28.1,39.9,24.7,31.6,25.0,84.3,10.4,100,87.5,rain,,,,14.0,161.3,1004.3,88.1,4.5,241.9,20.8,8,,2014-08-31T05:32:48,2014-08-31T18:12:40,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-01,sylhet,32.6,23.9,28.1,39.3,23.9,31.4,24.6,82.3,6.3,100,37.5,rain,,,,9.4,308.8,1005.3,78.8,4.9,259.7,22.4,9,,2014-09-01T05:33:11,2014-09-01T18:11:40,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41915099999,41891099999,remote"
2014-09-02,sylhet,32.4,25.1,28.7,40.5,25.1,33.5,25.5,83.5,5.5,100,58.33,rain,,,,9.4,219.7,1006.1,45.9,5.7,265.4,23.0,9,,2014-09-02T05:33:33,2014-09-02T18:10:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-03,sylhet,33.0,25.5,28.6,43.4,25.5,33.2,25.6,84.4,4.2,100,58.33,rain,,,,11.1,229.0,1005.5,91.5,4.9,173.1,15.0,7,,2014-09-03T05:33:56,2014-09-03T18:09:38,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"41915099999,41891099999,remote"
2014-09-04,sylhet,30.2,24.6,27.4,39.0,24.6,30.5,25.5,90.0,10.2,100,87.5,rain,,,,11.5,234.7,1004.4,92.7,4.6,108.8,9.5,5,,2014-09-04T05:34:18,2014-09-04T18:08:36,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-05,sylhet,32.2,25.1,28.4,39.2,25.1,32.1,25.1,83.6,9.5,100,83.33,rain,,,,8.6,187.1,1003.1,86.1,4.4,230.0,19.9,9,,2014-09-05T05:34:40,2014-09-05T18:07:34,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-06,sylhet,34.5,24.9,29.1,42.9,24.9,34.3,25.6,82.4,30.5,100,87.5,rain,,,,9.3,201.4,1002.9,67.7,4.8,273.4,23.5,9,,2014-09-06T05:35:02,2014-09-06T18:06:32,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-07,sylhet,32.6,24.1,27.7,38.9,24.1,31.7,25.5,88.3,30.8,100,100.0,rain,,,,11.2,239.4,1005.9,85.4,4.3,113.4,9.9,4,,2014-09-07T05:35:24,2014-09-07T18:05:29,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-08,sylhet,32.7,24.9,27.7,38.9,24.9,31.3,25.3,87.5,3.7,100,50.0,rain,,,,10.1,207.9,1007.0,65.3,3.8,213.3,18.3,7,,2014-09-08T05:35:46,2014-09-08T18:04:26,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41915099999,41891099999,remote"
2014-09-09,sylhet,33.3,24.4,28.3,41.1,24.4,32.7,25.6,86.3,0.9,100,25.0,rain,,,,11.2,199.2,1005.7,62.8,4.1,264.2,22.9,9,,2014-09-09T05:36:08,2014-09-09T18:03:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41915099999,41891099999,remote"
2014-09-10,sylhet,31.7,24.9,28.2,39.3,24.9,32.3,25.4,85.5,1.8,100,29.17,rain,,,,73.3,176.8,1005.1,81.9,3.9,240.9,20.7,9,,2014-09-10T05:36:30,2014-09-10T18:02:20,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41915099999,41891099999,remote"
2014-09-11,sylhet,31.9,25.1,28.0,37.9,25.1,32.2,25.5,86.9,2.7,100,37.5,rain,,,,7.5,201.6,1007.0,76.5,4.9,160.3,13.8,5,,2014-09-11T05:36:52,2014-09-11T18:01:16,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41915099999,41891099999,remote"
2014-09-12,sylhet,32.2,25.3,28.4,39.8,25.3,32.6,25.5,85.0,1.0,100,29.17,rain,,,,11.1,204.7,1006.9,48.7,4.5,248.3,21.5,8,,2014-09-12T05:37:14,2014-09-12T18:00:12,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"41915099999,41891099999,remote"
2014-09-13,sylhet,31.6,24.8,28.1,39.4,24.8,32.3,25.6,87.1,4.8,100,75.0,rain,,,,11.1,201.4,1005.5,55.9,4.4,239.2,20.7,8,,2014-09-13T05:37:35,2014-09-13T17:59:08,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-14,sylhet,33.0,25.4,28.5,43.9,25.4,33.3,25.7,85.5,11.3,100,70.83,rain,,,,7.2,205.9,1005.1,64.9,4.1,217.7,18.7,8,,2014-09-14T05:37:57,2014-09-14T17:58:04,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-15,sylhet,32.0,25.2,28.5,40.8,25.2,32.9,25.5,84.8,15.0,100,83.33,rain,,,,12.8,221.8,1004.5,45.9,4.8,231.2,20.0,8,,2014-09-15T05:38:19,2014-09-15T17:57:00,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-16,sylhet,32.4,24.9,28.2,39.8,24.9,32.7,25.4,85.4,9.9,100,50.0,rain,,,,10.4,251.6,1002.4,67.8,4.4,216.9,18.7,8,,2014-09-16T05:38:40,2014-09-16T17:55:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41915099999,41891099999,remote"
2014-09-17,sylhet,34.3,25.9,29.1,43.1,25.9,34.8,26.0,84.5,0.0,0,0.0,,,,,73.3,220.1,1000.6,51.6,4.6,215.4,18.6,8,,2014-09-17T05:39:02,2014-09-17T17:54:51,0.77,Partially cloudy,Partly cloudy throughout the day.,wind,"41915099999,41891099999,remote"
2014-09-18,sylhet,32.0,26.1,28.4,40.7,26.1,34.6,27.0,92.3,29.5,100,62.5,rain,,,,14.0,217.4,1002.9,87.4,4.1,98.7,8.4,3,,2014-09-18T05:39:24,2014-09-18T17:53:46,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"41915099999,41891099999,remote"
2014-09-19,sylhet,29.3,25.1,26.8,35.5,25.1,29.2,25.4,92.1,56.9,100,100.0,rain,,,,15.1,187.9,1006.9,93.3,3.1,140.3,12.2,6,,2014-09-19T05:39:46,2014-09-19T17:52:41,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-20,sylhet,29.2,25.0,26.6,36.0,25.0,28.5,25.3,92.9,19.2,100,100.0,rain,,,,11.5,138.7,1006.6,93.8,3.8,117.6,10.0,4,,2014-09-20T05:40:08,2014-09-20T17:51:37,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-21,sylhet,28.8,24.7,26.5,36.1,24.7,28.4,25.5,94.4,26.4,100,91.67,rain,,,,13.7,156.6,1006.3,88.4,4.4,99.2,8.6,3,,2014-09-21T05:40:30,2014-09-21T17:50:32,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-22,sylhet,29.7,24.7,26.7,38.4,24.7,29.0,25.3,92.4,61.9,100,100.0,rain,,,,18.4,165.7,1006.6,92.0,3.6,137.5,12.0,5,,2014-09-22T05:40:52,2014-09-22T17:49:28,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-23,sylhet,29.0,24.5,26.1,37.7,24.5,28.1,25.5,96.8,45.3,100,100.0,rain,,,,14.6,188.9,1004.8,91.9,3.0,66.8,5.9,3,,2014-09-23T05:41:14,2014-09-23T17:48:23,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-24,sylhet,31.5,23.7,27.4,42.5,23.7,30.8,25.1,87.9,15.2,100,100.0,rain,,,,9.4,181.0,1007.0,79.5,4.5,251.0,21.6,9,,2014-09-24T05:41:37,2014-09-24T17:47:19,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-25,sylhet,28.6,24.2,26.2,34.8,24.2,27.7,24.8,92.6,20.8,100,100.0,rain,,,,12.6,166.5,1008.6,91.1,3.8,126.3,11.0,5,,2014-09-25T05:41:59,2014-09-25T17:46:15,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-26,sylhet,28.8,23.6,25.5,34.9,23.6,26.8,24.6,95.1,32.3,100,100.0,rain,,,,20.5,189.7,1009.2,74.7,2.5,144.1,12.3,6,,2014-09-26T05:42:22,2014-09-26T17:45:11,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-27,sylhet,30.6,23.2,26.4,37.9,23.2,28.5,24.7,90.6,22.4,100,62.5,rain,,,,15.1,196.9,1010.6,68.4,3.6,220.2,18.9,8,,2014-09-27T05:42:44,2014-09-27T17:44:07,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"41915099999,41891099999,remote"
2014-09-28,sylhet,31.9,22.8,27.2,40.8,22.8,30.1,24.2,84.5,1.5,100,29.17,rain,,,,8.6,169.0,1011.2,39.0,3.9,259.7,22.5,9,,2014-09-28T05:43:08,2014-09-28T17:43:03,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41915099999,41891099999,remote"
2014-09-29,sylhet,31.6,22.5,27.2,37.2,22.5,29.8,23.7,82.1,0.0,0,0.0,,,,,11.0,115.6,1009.8,23.8,4.5,225.6,19.4,8,,2014-09-29T05:43:31,2014-09-29T17:42:00,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41915099999,41891099999,remote"
2014-09-30,sylhet,31.8,23.5,27.8,38.7,23.5,30.8,24.1,81.3,0.2,100,8.33,rain,,,,11.2,91.4,1009.7,22.5,4.1,220.5,19.1,7,,2014-09-30T05:43:54,2014-09-30T17:40:57,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"41915099999,41891099999,remote"
2014-10-01,sylhet,33.1,23.1,28.1,40.7,23.1,31.1,23.9,79.2,0.0,0,0.0,,,,,6.1,214.1,1010.1,20.7,4.4,248.2,21.4,9,,2014-10-01T05:44:18,2014-10-01T17:39:54,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41915099999,41891099999,remote"
